code;type;discipline;class;result;wind;venue;venueCountry;environment;date;name;firstname;lastname;nation;yearOfBirth;sex
AR;1;800;M;1:42.67;;Paris;FRA;Indoor;1997-03-09;Wilson Kipketer;;;DEN;1972;Male
AR;2;800;M;1:44.21;;Staten Island;USA;Indoor;2021-02-13;Donavan Brazier;;;USA;1997;Male
AR;6;800;M;1:45.59;;Fayetteville;USA;Indoor;2021-02-13;Charles Hunter;;;AUS;1996;Male
AR;3;800;M;1:45.43;;Pireás;GRE;Indoor;1989-03-08;José Luiz Barbosa;;;BRA;1961;Male
AR;4;HOC;M;2.32;;Pátra;GRE;Indoor;2000-02-15;Anthony Idiata;;;NGR;1975;Male
AR;5;HOC;M;2.41;;Athlone;IRL;Indoor;2015-02-18;Mutaz Essa Barshim;;;QAT;1991;Male
AR;1;HOC;M;2.42;;Berlin;GER;Indoor;1988-02-26;Carlo Thränhardt;;;GER;1957;Male
AR;2;HOC;M;2.43;;Budapest;HUN;Indoor;1989-03-04;Javier Sotomayor;;;CUB;1967;Male
AR;6;HOC;M;2.36;;Glasgow;GBR;Indoor;2024-03-03;Hamish Kerr;;;NZL;1996;Male
AR;3;HOC;M;2.31;;Beograd;SRB;Indoor;2022-03-20;Thiago Julio Moura;;;BRA;1995;Male
AR;4;WEI;M;8.44;;Birmingham;GBR;Indoor;2018-03-02;Luvo Manyonga;;;RSA;1991;Male
AR;5;WEI;M;8.27;;Nanjing;CHN;Indoor;2010-03-11;Su Xiongfeng;;;CHN;1987;Male
AR;1;WEI;M;8.71;;Torino;ITA;Indoor;2009-03-08;Sebastian Bayer;;;GER;1986;Male
AR;2;WEI;M;8.79;;New York;USA;Indoor;1984-01-27;Carl Lewis;;;USA;1961;Male
AR;6;WEI;M;8.25;;Portland;USA;Indoor;2016-03-20;Fabrice LaPierre;;;AUS;1983;Male
AR;3;WEI;M;8.42;;Athína;GRE;Indoor;2008-02-13;Irving Saladino;;;PAN;1983;Male
AR;4;MEI;M;3:47.01;;Boston;USA;Indoor;2019-03-03;Yomif Kejelcha;;;ETH;1997;Male
AR;5;MEI;M;3:54.84;;Boston;USA;Indoor;2024-02-10;Ryuma Aoki;;;JPN;1997;Male
AR;1;MEI;M;3:48.93;;New York;USA;Indoor;2024-02-11;George Mills;;;GBR;1999;Male
AR;2;MEI;M;3:47.38;;New York;USA;Indoor;2023-02-11;Yared Nuguse;;;USA;1999;Male
AR;6;MEI;M;3:50.83;;New York;USA;Indoor;2022-01-29;Olli Hoare;;;AUS;1997;Male
AR;6;MEI;M;3:50.83;;New York;USA;Indoor;2023-02-11;Olli Hoare;;;AUS;1997;Male
AR;3;MEI;M;3:56.26;;Fayetteville;USA;Indoor;2001-02-10;Hudson de Souza;;;BRA;1977;Male
AR;5;STA;M;5.93;;Berlin;GER;Indoor;2024-02-23;Ernest John Obiena;;;PHI;1995;Male
AR;1;STA;M;6.22;;Clermont-Ferrand;FRA;Indoor;2023-02-25;Armand Duplantis;;;SWE;1999;Male
AR;2;STA;M;6.01;;Rouen;FRA;Indoor;2020-02-08;Sam Kendricks;;;USA;1992;Male
AR;6;STA;M;6.06;;Boston;USA;Indoor;2009-02-07;Steve Hooker;;;AUS;1982;Male
AR;3;STA;M;5.95;;Beograd;SRB;Indoor;2022-03-20;Thiago Braz;;;BRA;1993;Male
AR;4;KUG;M;21.63;;Nehvizdy;CZE;Indoor;2024-02-20;Chukwuebuka Enekwechi;;;NGR;1993;Male
AR;5;KUG;M;21.10;;Gomel;BLR;Indoor;2021-01-29;Abdelrahman Mahmoud;;;BRN;2001;Male
AR;1;KUG;M;22.55;;Senftenberg;GER;Indoor;1989-02-11;Ulf Timmermann;;;GER;1962;Male
AR;2;KUG;M;23.38;;Pocatello;USA;Indoor;2023-02-18;Ryan Crouser;;;USA;1992;Male
AR;6;KUG;M;22.31;;Birmingham;GBR;Indoor;2018-03-03;Tom Walsh;;;NZL;1992;Male
AR;6;KUG;M;22.31;;Beograd;SRB;Indoor;2022-03-19;Tom Walsh;;;NZL;1992;Male
AR;3;KUG;M;22.53;;Beograd;SRB;Indoor;2022-03-19;Darlan Romani;;;BRA;1991;Male
AR;4;DRE;M;18.07;;Aubière;FRA;Indoor;2021-01-16;Hugues Fabrice Zango;;;BUR;1993;Male
AR;5;DRE;M;17.41;;Nanjing;CHN;Indoor;2016-02-29;Dong Bin;;;CHN;1988;Male
AR;1;DRE;M;17.92;;Paris;FRA;Indoor;2011-03-06;Teddy Tamgho;;;FRA;1989;Male
AR;2;DRE;M;17.83;;Sindelfingen;GER;Indoor;1997-03-01;Aliecer Urrutia;;;CUB;1974;Male
AR;6;DRE;M;17.20;;Lisboa;POR;Indoor;2001-03-09;Andrew Murphy;;;AUS;1969;Male
AR;3;DRE;M;17.56;;Moskva;RUS;Indoor;2006-03-12;Jadel Gregório;;;BRA;1980;Male
AR;4;10K;W;29:01.03;;Hengelo;NED;Outdoor;2021-06-08;Letesenbet Gidey;;;ETH;1998;Female
AR;5;10K;W;29:31.78;;Beijing;CHN;Outdoor;1993-09-08;Wang Junxia;;;CHN;1973;Female
AR;1;10K;W;29:06.82;;Hengelo;NED;Outdoor;2021-06-06;Sifan Hassan;;;NED;1993;Female
AR;2;10K;W;30:03.82;;San Juan Capistrano;USA;Outdoor;2023-03-04;Alicia Monson;;;USA;1998;Female
AR;6;10K;W;30:35.54;;Stanford;USA;Outdoor;2008-05-04;Kim Smith;;;NZL;1981;Female
AR;3;10K;W;31:33.07;;San Juan Capistrano;USA;Outdoor;2024-03-16;Florencia Borelli;;;ARG;1992;Female
AR;4;10G;W;43:50.86;;Birmingham;GBR;Outdoor;2022-08-06;Emily Ngii;;;KEN;1986;Female
AR;2;10G;W;44:13.88;;Tampere;FIN;Outdoor;2018-07-14;Alegna Gonzalez;;;MEX;1999;Female
AR;6;10G;W;41:57.22;;Seattle;USA;Outdoor;1990-07-24;Kerry Saxby-Junna;;;AUS;1961;Female
AR;3;10G;W;42:02.99;;Trujillo;PER;Outdoor;2018-08-25;Sandra Arenas;;;COL;1993;Female
AR;4;1K0;W;2:29.15;;Monaco;MON;Outdoor;2020-08-14;Faith Kipyegon;;;KEN;1994;Female
AR;5;1K0;W;2:33.00;;Beijing;CHN;Outdoor;1993-11-09;Qu Yunxia;;;CHN;;Female
AR;1;1K0;W;2:28.98;;Bruxelles;BEL;Outdoor;1996-08-23;Svetlana Masterkova;;;RUS;1968;Female
AR;2;1K0;W;2:31.80;;Brunswick;USA;Outdoor;1999-07-03;Regina Jacobs;;;USA;1963;Female
AR;6;1K0;W;2:34.63;;Bern;SUI;Outdoor;2023-08-04;Abbey Caldwell;;;AUS;2001;Female
AR;3;1K0;W;2:32.25;;Berlin;GER;Outdoor;1991-09-10;Letitia Vriesde;;;SUR;1964;Female
AR;4;100;W;10.75;0.9;Oslo;NOR;Outdoor;2023-06-15;Marie Josée Ta Lou;;;CIV;1988;Female
AR;5;100;W;10.79;0.0;Shanghai;CHN;Outdoor;1997-10-18;Li Xuemei;;;CHN;1977;Female
AR;1;100;W;10.73;2.0;Budapest;HUN;Outdoor;1998-08-19;Christine Arron;;;FRA;1973;Female
AR;2;100;W;10.49;0.0;Indianapolis;USA;Outdoor;1988-07-16;Florence Griffith-Joyner;;;USA;1959;Female
AR;6;100;W;10.96;2.0;La Chaux-de-Fonds;SUI;Outdoor;2023-07-02;Zoe Hobbs;;;NZL;1997;Female
AR;3;100;W;10.91;-0.2;London;GBR;Outdoor;2017-08-06;Rosângela Santos;;;BRA;1990;Female
AR;4;10H;W;12.12;0.9;Eugene;USA;Outdoor;2022-07-24;Tobi Amusan;;;NGR;1997;Female
AR;5;10H;W;12.44;-0.8;Luzern;SUI;Outdoor;1995-06-27;Olga Shishigina;;;KAZ;1968;Female
AR;1;10H;W;12.21;0.7;Stara Zagora;BUL;Outdoor;1988-08-20;Yordanka Donkova;;;BUL;1961;Female
AR;2;10H;W;12.20;0.3;London;GBR;Outdoor;2016-07-22;Kendra Harrison;;;USA;1992;Female
AR;6;10H;W;12.28;1.1;Daegu;KOR;Outdoor;2011-09-03;Sally Pearson;;;AUS;1986;Female
AR;3;10H;W;12.61;1.6;Boulder;USA;Outdoor;2024-05-11;Maribel Caicedo;;;ECU;1998;Female
AR;4;1K5;W;3:49.11;;Firenze;ITA;Outdoor;2023-06-02;Faith Kipyegon;;;KEN;1994;Female
AR;5;1K5;W;3:50.46;;Beijing;CHN;Outdoor;1993-09-11;Qu Yunxia;;;CHN;1972;Female
AR;1;1K5;W;3:51.95;;Doha;QAT;Outdoor;2019-10-05;Sifan Hassan;;;NED;1993;Female
AR;2;1K5;W;3:54.99;;Doha;QAT;Outdoor;2019-10-05;Shelby Houlihan;;;USA;1993;Female
AR;6;1K5;W;3:56.92;;Eugene;USA;Outdoor;2023-09-16;Linden Hall;;;AUS;1991;Female
AR;3;1K5;W;4:05.67;;Tokyo;JPN;Outdoor;1991-08-31;Letitia Vriesde;;;SUR;1964;Female
AR;4;2K0;W;5:21.56;;Zagreb;CRO;Outdoor;2021-09-14;Francine Niyonsaba;;;BDI;1993;Female
AR;5;2K0;W;5:29.65;;Beijing;CHN;Outdoor;1993-09-12;Wang Junxia;;;CHN;1973;Female
AR;1;2K0;W;5:25.36;;Edinburgh;GBR;Outdoor;1994-07-08;Sonia O'Sullivan;;;IRL;1969;Female
AR;2;2K0;W;5:29.41;;Beijing;CHN;Outdoor;1993-12-09;Xi Wang;;;USA;1971;Female
AR;3;2K0;W;5:59.96;;Rivas;ESP;Outdoor;2004-06-10;Niusha Mancilla;;;BOL;1971;Female
AR;4;200;W;21.78;0.6;Zürich;SUI;Outdoor;2021-09-09;Christine Mboma;;;NAM;2003;Female
AR;5;200;W;22.01;0.0;Shanghai;CHN;Outdoor;1997-10-22;Li Xuemei;;;CHN;1977;Female
AR;1;200;W;21.63;0.2;Beijing;CHN;Outdoor;2015-08-28;Dafne Schippers;;;NED;1992;Female
AR;2;200;W;21.34;1.3;Seoul;KOR;Outdoor;1988-09-29;Florence Griffith-Joyner;;;USA;1959;Female
AR;6;200;W;22.23;0.8;Stuttgart;GER;Outdoor;1997-07-13;Melinda Gainsford-Taylor;;;AUS;1971;Female
AR;3;200;W;22.47;1.4;Eugene;USA;Outdoor;2022-07-19;Vitoria Cristina Rosa;;;BRA;1996;Female
AR;5;3K0;W;8:06.11;;Beijing;CHN;Outdoor;1993-09-13;Wang Junxia;;;CHN;1973;Female
AR;1;3K0;W;8:18.49;;Stanford;USA;Outdoor;2019-06-30;Sifan Hassan;;;NED;1993;Female
AR;6;3K0;W;8:31.81;;Sydney;AUS;Outdoor;2023-03-11;Jessica Hull;;;AUS;1996;Female
AR;3;3K0;W;8:43.26;;Chorzów;POL;Outdoor;2023-07-16;Joselyn Daniely Brea;;;VEN;1994;Female
AR;4;3KH;W;8:44.32;;Monaco;MON;Outdoor;2018-07-20;Beatrice Chepkoech;;;KEN;1991;Female
AR;5;3KH;W;8:50.66;;Eugene;USA;Outdoor;2023-09-16;Winfred Yavi;;;BRN;1999;Female
AR;1;3KH;W;8:58.81;;Beijing;CHN;Outdoor;2008-08-17;Gulnara Galkina;;;RUS;1978;Female
AR;2;3KH;W;8:57.77;;Eugene;USA;Outdoor;2021-08-21;Courtney Frerichs;;;USA;1993;Female
AR;6;3KH;W;9:14.28;;Saint-Denis;FRA;Outdoor;2016-08-27;Genevieve Gregson;;;AUS;1989;Female
AR;3;3KH;W;9:24.38;;Watford;GBR;Outdoor;2022-06-11;Tatiane Raquel da Silva;;;BRA;1990;Female
AR;4;4×1;W;41.90;;Budapest;HUN;Outdoor;2023-08-25;Ivory Coast;;;CIV;;Female
AR;5;4×1;W;42.23;;Shanghai;CHN;Outdoor;1997-10-23;China;;;CHN;;Female
AR;1;4×1;W;41.37;;Canberra;AUS;Outdoor;1985-10-06;Germany;;;GER;;Female
AR;2;4×1;W;40.82;;London;GBR;Outdoor;2012-08-10;United States;;;USA;;Female
AR;6;4×1;W;42.83;;Nassau;BAH;Outdoor;2024-05-04;Australia;;;AUS;;Female
AR;3;4×1;W;42.29;;Moskva;RUS;Outdoor;2013-08-18;Brazil;;;BRA;;Female
AR;4;4×2;W;1:30.52;;Nassau;BAH;Outdoor;2015-05-02;Nigeria;;;NGR;;Female
AR;5;4×2;W;1:32.76;;Yokohama;JPN;Outdoor;2019-05-12;China;;;CHN;;Female
AR;1;4×2;W;1:28.15;;Jena;GER;Outdoor;1980-08-09;Germany;;;GER;;Female
AR;3;4×2;W;1:35.91;;Yokohama;JPN;Outdoor;2019-05-12;Ecuador;;;ECU;;Female
AR;4;4×4;W;3:21.04;;Atlanta;USA;Outdoor;1996-08-03;Nigeria;;;NGR;;Female
AR;5;4×4;W;3:24.28;;Beijing;CHN;Outdoor;1993-09-13;China;;;CHN;;Female
AR;1;4×4;W;3:15.17;;Seoul;KOR;Outdoor;1988-10-01;Russia;;;RUS;;Female
AR;0;4×4;W;3:15.17;;Seoul;KOR;Outdoor;1988-10-01;Soviet Union;;;URS;;Female
AR;2;4×4;W;3:15.51;;Seoul;KOR;Outdoor;1988-10-01;United States;;;USA;;Female
AR;6;4×4;W;3:23.81;;Sydney;AUS;Outdoor;2000-09-30;Australia;;;AUS;;Female
AR;3;4×4;W;3:26.68;;São Paulo;BRA;Outdoor;2011-08-07;Brazil;;;BRA;;Female
AR;4;4×8;W;8:04.28;;Nassau;BAH;Outdoor;2014-05-25;Kenya;;;KEN;;Female
AR;5;4×8;W;8:16.2;;Shanghai;CHN;Outdoor;1991-10-01;China;;;CHN;;Female
AR;0;4×8;W;7:50.17;;Moskva;URS;Outdoor;1984-08-05;Soviet Union;;;URS;;Female
AR;4;400;W;49.10;;Atlanta;USA;Outdoor;1996-07-29;Falilat Ogunkoya;;;NGR;1968;Female
AR;5;400;W;48.14;;Doha;QAT;Outdoor;2019-10-03;Salwa Eid Naser;;;BRN;1998;Female
AR;1;400;W;47.60;;Canberra;AUS;Outdoor;1985-10-06;Marita Koch;;;GER;1957;Female
AR;2;400;W;48.36;;Tokyo;JPN;Outdoor;2021-08-06;Shaunae Miller-Uibo;;;BAH;1994;Female
AR;6;400;W;48.63;;Atlanta;USA;Outdoor;1996-07-29;Cathy Freeman;;;AUS;1973;Female
AR;3;400;W;49.64;;Barcelona;ESP;Outdoor;1992-08-05;Ximena Restrepo;;;COL;1969;Female
AR;4;40H;W;52.90;;Sevilla;ESP;Outdoor;1999-08-25;Nezha Bidouane;;;MAR;1969;Female
AR;5;40H;W;53.09;;Budapest;HUN;Outdoor;2023-08-24;Kemi Adekoya;;;BRN;1993;Female
AR;1;40H;W;51.45;;London;GBR;Outdoor;2023-07-23;Femke Bol;;;NED;2000;Female
AR;2;40H;W;50.68;;Eugene;USA;Outdoor;2022-07-22;Sydney McLaughlin-Levrone;;;USA;1999;Female
AR;6;40H;W;53.17;;Seoul;KOR;Outdoor;1988-09-28;Debbie Flintoff-King;;;AUS;1960;Female
AR;3;40H;W;53.69;;Eugene;USA;Outdoor;2022-07-20;Gianna Woodruff;;;PAN;1993;Female
AR;4;5K0;W;14:00.21;;Eugene;USA;Outdoor;2023-09-17;Gudaf Tsegay;;;ETH;1997;Female
AR;5;5K0;W;14:28.09;;Shanghai;CHN;Outdoor;1997-10-23;Jiang Bo;;;CHN;1977;Female
AR;1;5K0;W;14:13.42;;London;GBR;Outdoor;2023-07-23;Sifan Hassan;;;NED;1993;Female
AR;2;5K0;W;14:19.45;;London;GBR;Outdoor;2023-07-23;Alicia Monson;;;USA;1998;Female
AR;3;5K0;W;14:47.76;;Walnut;USA;Outdoor;2023-05-06;Joselyn Daniely Brea;;;VEN;1994;Female
AR;4;5G;W;20:50.03;;Radès;TUN;Outdoor;2021-06-23;Chahineze Nasri;;;TUN;1996;Female
AR;1;5G;W;20:02.60;;Dublin;IRL;Outdoor;2002-07-13;Gillian O'Sullivan;;;IRL;1976;Female
AR;4;800;W;1:54.01;;Zürich;SUI;Outdoor;2008-08-29;Pamela Jelimo;;;KEN;1989;Female
AR;5;800;W;1:55.54;;Beijing;CHN;Outdoor;1993-09-09;Liu Dong;;;CHN;1973;Female
AR;1;800;W;1:53.28;;München;FRG;Outdoor;1983-07-26;Jarmila Kratochvílová;;;CZE;1951;Female
AR;2;800;W;1:54.44;;Barcelona;ESP;Outdoor;1989-09-09;Ana Fidelia Quirot;;;CUB;1963;Female
AR;6;800;W;1:57.78;;London;GBR;Outdoor;2023-07-23;Catriona Bisset;;;AUS;1994;Female
AR;3;800;W;1:56.68;;Göteborg;SWE;Outdoor;1995-08-13;Letitia Vriesde;;;SUR;1964;Female
AR;4;DIS;W;64.96;;Ramona;USA;Outdoor;2023-04-15;Chioma Onyekwere;;;NGR;1994;Female
AR;5;DIS;W;71.68;;Beijing;CHN;Outdoor;1992-03-14;Xiao Yanling;;;CHN;1968;Female
AR;1;DIS;W;76.80;;Neubrandenburg;GER;Outdoor;1988-07-09;Gabriele Reinsch;;;GER;1963;Female
AR;2;DIS;W;73.09;;Ramona;USA;Outdoor;2024-04-13;Yaimé Pérez;;;CUB;1991;Female
AR;6;DIS;W;69.64;;London;GBR;Outdoor;2017-08-13;Dani Stevens;;;AUS;1988;Female
AR;3;DIS;W;65.34;;Leiria;POR;Outdoor;2019-06-26;Andressa de Morais;;;BRA;1990;Female
AR;4;HAM;W;75.49;;Tucson;USA;Outdoor;2021-05-22;Annette Echikunwoke;;;NGR;1996;Female
AR;5;HAM;W;77.68;;Chengdu;CHN;Outdoor;2014-03-29;Wang Zheng;;;CHN;1987;Female
AR;1;HAM;W;82.98;;Warszawa;POL;Outdoor;2016-08-28;Anita Włodarczyk;;;POL;1985;Female
AR;2;HAM;W;80.31;;Eugene;USA;Outdoor;2021-06-26;DeAnna Price;;;USA;1993;Female
AR;6;HAM;W;74.61;;Tucson;USA;Outdoor;2021-05-20;Lauren Bruce;;;NZL;1997;Female
AR;3;HAM;W;73.74;;Buenos Aires;ARG;Outdoor;2010-04-10;Jenny Dahlgren;;;ARG;1984;Female
AR;4;HOC;W;2.06;;Saint-Denis;FRA;Outdoor;2003-08-31;Hestrie Cloete;;;RSA;1978;Female
AR;5;HOC;W;2.00;;Almaty;KAZ;Outdoor;2021-06-08;Nadezhda Dubovitskaya;;;KAZ;1998;Female
AR;1;HOC;W;2.09;;Roma;ITA;Outdoor;1987-08-30;Stefka Kostadinova;;;BUL;1965;Female
AR;2;HOC;W;2.05;;Des Moines;USA;Outdoor;2010-06-26;Chaunté Lowe;;;USA;1984;Female
AR;6;HOC;W;2.03;;Eugene;USA;Outdoor;2023-09-17;Nicola Olyslagers;;;AUS;1996;Female
AR;3;HOC;W;1.96;;Oristano;ITA;Outdoor;1997-09-08;Solange Witteveen;;;ARG;1976;Female
AR;4;SPE;W;69.35;;New York;USA;Outdoor;2012-06-09;Sunette Viljoen;;;RSA;1983;Female
AR;5;SPE;W;67.98;;Shenyang;CHN;Outdoor;2019-08-02;Lu Huihui;;;CHN;1989;Female
AR;1;SPE;W;72.28;;Stuttgart;GER;Outdoor;2008-09-13;Barbora Špotáková;;;CZE;1981;Female
AR;2;SPE;W;71.70;;Helsinki;FIN;Outdoor;2005-08-14;Osleidis Menéndez;;;CUB;1979;Female
AR;6;SPE;W;68.92;;Gold Coast;AUS;Outdoor;2018-04-11;Kathryn Mitchell;;;AUS;1982;Female
AR;3;SPE;W;66.70;;Cuiabá;BRA;Outdoor;2024-05-12;Flor Dennis Ruiz;;;COL;1991;Female
AR;4;WEI;W;7.17;1.1;Chula Vista;USA;Outdoor;2021-05-29;Ese Brume;;;NGR;1996;Female
AR;5;WEI;W;7.01;1.4;Jinan;CHN;Outdoor;1993-06-04;Yao Weili;;;CHN;1965;Female
AR;1;WEI;W;7.52;1.4;Leningrad;URS;Outdoor;1988-06-11;Galina Cistjaková;;;RUS;1962;Female
AR;2;WEI;W;7.49;1.3;New York;USA;Outdoor;1994-05-22;Jackie Joyner-Kersee;;;USA;1962;Female
AR;2;WEI;W;7.49;1.7;Sestriere;ITA;Outdoor;1994-07-31;Jackie Joyner-Kersee;;;USA;1962;Female
AR;6;WEI;W;7.13;1.8;Chula Vista;USA;Outdoor;2022-07-09;Brooke Buschkuehl;;;AUS;1993;Female
AR;3;WEI;W;7.26;1.8;Bogotá;COL;Outdoor;1999-06-26;Maurren Higa Maggi;;;BRA;1976;Female
AR;4;MEI;W;4:07.64;;Monaco;MON;Outdoor;2023-07-21;Faith Kipyegon;;;KEN;1994;Female
AR;5;MEI;W;4:17.75;;Bruxelles;BEL;Outdoor;2007-09-14;Maryam Jamal;;;BRN;1984;Female
AR;1;MEI;W;4:12.33;;Monaco;MON;Outdoor;2019-07-12;Sifan Hassan;;;NED;1993;Female
AR;2;MEI;W;4:16.35;;Monaco;MON;Outdoor;2023-07-21;Nikki Hiltz;;;USA;1994;Female
AR;6;MEI;W;4:15.34;;Monaco;MON;Outdoor;2023-07-21;Jessica Hull;;;AUS;1996;Female
AR;3;MEI;W;4:27.41;;Monaco;MON;Outdoor;2023-07-21;Joselyn Daniely Brea;;;VEN;1994;Female
AR;4;STA;W;4.42;;Wesel;GER;Outdoor;2000-06-12;Elmarie Gerryts;;;RSA;1972;Female
AR;5;STA;W;4.72;;Shanghai;CHN;Outdoor;2019-05-18;Li Ling;;;CHN;1989;Female
AR;1;STA;W;5.06;;Zürich;SUI;Outdoor;2009-08-28;Yelena Isinbayeva;;;RUS;1982;Female
AR;6;STA;W;4.94;;Jockgrim;GER;Outdoor;2018-07-17;Eliza McCartney;;;NZL;1996;Female
AR;3;STA;W;4.87;;São Bernardo do Campo;BRA;Outdoor;2016-07-03;Fabiana Murer;;;BRA;1981;Female
AR;4;KUG;W;18.43;;Walnut;USA;Outdoor;2003-04-19;Vivian Chukwuemeka;;;NGR;1975;Female
AR;5;KUG;W;21.76;;Shijiazhuang;CHN;Outdoor;1988-04-23;Li Meisu;;;CHN;1959;Female
AR;1;KUG;W;22.63;;Moskva;URS;Outdoor;1987-06-07;Natalya Lisovskaya;;;RUS;1962;Female
AR;2;KUG;W;20.96;;Ciudad de México;MEX;Outdoor;1992-05-02;Belsis Laza;;;CUB;1967;Female
AR;6;KUG;W;21.24;;Daegu;KOR;Outdoor;2011-08-29;Valerie Adams;;;NZL;1984;Female
AR;3;KUG;W;19.30;;Tunja;COL;Outdoor;2001-07-14;Elisângela Adriano;;;BRA;1972;Female
AR;4;DRE;W;15.39;0.5;Beijing;CHN;Outdoor;2008-08-17;Françoise Mbango;;;CMR;1976;Female
AR;5;DRE;W;15.25;1.7;Split;CRO;Outdoor;2010-09-04;Olga Rypakova;;;KAZ;1984;Female
AR;1;DRE;W;15.50;0.9;Göteborg;SWE;Outdoor;1995-08-10;Inessa Kravets;;;UKR;1966;Female
AR;2;DRE;W;15.29;0.3;Roma;ITA;Outdoor;2003-07-11;Yamilé Aldama;;;CUB;1972;Female
AR;6;DRE;W;14.04;2.0;Hobart;AUS;Outdoor;2002-03-09;Nicole Mladenis;;;AUS;1975;Female
AR;6;DRE;W;14.04;1.8;Perth;AUS;Outdoor;2003-12-07;Nicole Mladenis;;;AUS;1975;Female
AR;1;10G;W;41:22.5;;Saransk;RUS;Indoor;2023-09-24;Elvira Khasanova;;;RUS;2000;Female
AR;4;1K0;W;2:30.94;;Stockholm;SWE;Indoor;1999-02-25;Maria Mutola;;;MOZ;1972;Female
AR;1;1K0;W;2:31.93;;Birmingham;GBR;Indoor;2017-02-18;Laura Muir;;;GBR;1993;Female
AR;2;1K0;W;2:33.75;;Boston;USA;Indoor;2023-01-28;Lucia Stafford;;;CAN;1998;Female
AR;6;1K0;W;2:36.96;;Boston;USA;Indoor;2000-02-06;Toni Hodgkinson;;;NZL;1971;Female
AR;3;1K0;W;2:38.30;;Stockholm;SWE;Indoor;1999-02-25;Letitia Vriesde;;;SUR;1964;Female
AR;4;1K5;W;3:53.09;;Liévin;FRA;Indoor;2021-02-09;Gudaf Tsegay;;;ETH;1997;Female
AR;5;1K5;W;3:59.79;;Valencia;ESP;Indoor;2008-03-09;Maryam Jamal;;;BRN;1984;Female
AR;1;1K5;W;3:57.91;;Stockholm;SWE;Indoor;2014-02-06;Abeba Aregawi;;;SWE;1990;Female
AR;2;1K5;W;3:59.98;;Boston;USA;Indoor;2003-02-01;Regina Jacobs;;;USA;1963;Female
AR;6;1K5;W;4:01.19;;New York;USA;Indoor;2024-02-11;Jessica Hull;;;AUS;1996;Female
AR;3;1K5;W;4:12.95;;Sabadell;ESP;Indoor;2023-01-28;Fedra Aldana Luna;;;ARG;1995;Female
AR;4;200;W;22.11;;Albuquerque;USA;Indoor;2023-03-10;Favour Ofili;;;NGR;2002;Female
AR;5;200;W;22.99;;Lisboa;POR;Indoor;2001-03-09;Susanthika Jayasinghe;;;SRI;1975;Female
AR;1;200;W;22.10;;Liévin;FRA;Indoor;1995-02-19;Irina Privalova;;;RUS;1968;Female
AR;2;200;W;21.87;;Liévin;FRA;Indoor;1993-02-13;Merlene Ottey;;;JAM;1960;Female
AR;6;200;W;22.64;;Barcelona;ESP;Indoor;1995-03-10;Melinda Gainsford-Taylor;;;AUS;1971;Female
AR;6;200;W;22.64;;Barcelona;ESP;Indoor;1995-03-11;Melinda Gainsford-Taylor;;;AUS;1971;Female
AR;3;200;W;23.02;;Lubbock;USA;Indoor;2019-01-26;Brenessa Thompson;;;GUY;1996;Female
AR;4;3K0;W;8:16.60;;Stockholm;SWE;Indoor;2014-02-06;Genzebe Dibaba;;;ETH;1991;Female
AR;5;3K0;W;8:36.03;;Glasgow;GBR;Indoor;2024-03-02;Nozomi Tanaka;;;JPN;1999;Female
AR;1;3K0;W;8:26.41;;Karlsruhe;GER;Indoor;2017-02-04;Laura Muir;;;GBR;1993;Female
AR;2;3K0;W;8:20.87;;Glasgow;GBR;Indoor;2024-03-02;Elle St. Pierre;;;USA;1995;Female
AR;6;3K0;W;8:24.39;;Glasgow;GBR;Indoor;2024-03-02;Jessica Hull;;;AUS;1996;Female
AR;3;3K0;W;8:57.59;;Val-de-Reuil;FRA;Indoor;2023-02-04;Fedra Aldana Luna;;;ARG;1995;Female
AR;1;3G;W;11:40.33;;Bucureşti;ROU;Indoor;1999-01-30;Claudia Ştef;;;ROU;1978;Female
AR;2;3G;W;12:20.79;;Toronto;CAN;Indoor;1993-03-12;Debbi Lawrence;;;USA;1961;Female
AR;3;3G;W;13:24.0;;Cochabamba;BOL;Indoor;2023-02-12;Angela Castro;;;BOL;1993;Female
AR;1;4×2;W;1:32.41;;Glasgow;GBR;Indoor;2005-01-29;Russia;;;RUS;;Female
AR;2;4×2;W;1:32.67;;New York;USA;Indoor;2018-01-27;United States;;;USA;;Female
AR;5;4×4;W;3:35.07;;Doha;QAT;Indoor;2016-02-21;Bahrain;;;BRN;;Female
AR;1;4×4;W;3:23.37;;Glasgow;GBR;Indoor;2006-01-28;Russia;;;RUS;;Female
AR;2;4×4;W;3:23.85;;Birmingham;GBR;Indoor;2018-03-04;United States;;;USA;;Female
AR;6;4×4;W;3:26.87;;Maebashi;JPN;Indoor;1999-03-07;Australia;;;AUS;;Female
AR;3;4×4;W;3:47.37;;Cochabamba;BOL;Indoor;2022-02-20;Bolivia;;;BOL;;Female
AR;1;4×8;W;8:06.24;;Moskva;RUS;Indoor;2011-02-18;Russia;;;RUS;;Female
AR;2;4×8;W;8:05.89;;New York;USA;Indoor;2018-02-03;United States;;;USA;;Female
AR;5;400;W;51.45;;Portland;USA;Indoor;2016-03-19;Kemi Adekoya;;;BRN;1993;Female
AR;1;400;W;49.17;;Glasgow;GBR;Indoor;2024-03-02;Femke Bol;;;NED;2000;Female
AR;2;400;W;49.48;;Albuquerque;USA;Indoor;2023-03-11;Britton Wilson;;;USA;2000;Female
